ID,CNO,START,END,,,GSYM,GNAME,,,,GPATTERN
17:068400000:078774742:tsg070,17,68400000,78774742,17q25,114757,CYGB,HGB|STAP,HGNC:16505|MIM:608759|Ensembl:ENSG00000161544|HPRD:06479,cytoglobin,protein-coding,histoglobin|stellate cell activation-associated protein
17:000000000:003600000:tsg071,17,0,3600000,17p13.3,114826,SMYD4,ZMYND21,HGNC:21067|Ensembl:ENSG00000186532|HPRD:18079|Vega:OTTHUMG00000090570,SET and MYND domain containing 4,protein-coding,SET and MYND domain-containing protein 4
08:122500000:127300000:tsg072,8,122500000,127300000,8q24.13,114907,FBXO32,Fbx32|MAFbx,HGNC:16731|MIM:606604|Ensembl:ENSG00000156804|HPRD:05966|Vega:OTTHUMG00000164981,F-box protein 32,protein-coding,F-box only protein 32|atrogin 1|atrogin-1|muscle atrophy F-box protein
09:004600000:009000000:tsg073,9,4600000,9000000,9p24.1,115426,UHRF2,NIRF|RNF107|URF2,HGNC:12557|Ensembl:ENSG00000147854|HPRD:18257|Vega:OTTHUMG00000019521,ubiquitin-like with PHD and ring finger domains 2,protein-coding,"E3 ubiquitin-protein ligase UHRF2|Np95-like ring finger protein|RING finger protein 107|np95/ICBP90-like RING finger protein|nuclear protein 97|nuclear zinc finger protein NP97|ubiquitin-like PHD and RING finger domain-containing protein 2|ubiquitin-like, containing PHD and RING finger domains, 2|ubiquitin-like-containing PHD and RING finger domains protein 2"
13:046200000:048900000:tsg074,13,46200000,48900000,13q14.2,115761,ARL11,ARLTS1,HGNC:24046|MIM:609351|Ensembl:ENSG00000152213|HPRD:12484|Vega:OTTHUMG00000016919,ADP-ribosylation factor-like 11,protein-coding,ADP-ribosylation factor-like protein 11|ADP-ribosylation factor-like tumor suppressor protein 1
03:014700000:030800000:tsg075,3,14700000,30800000,3p24,116135,LRRC3B,LRP15,HGNC:28105|Ensembl:ENSG00000179796|HPRD:14318|Vega:OTTHUMG00000130572,leucine rich repeat containing 3B,protein-coding,leucine-rich repeat protein LRP15|leucine-rich repeat-containing protein 3B
14:019100000:023600000:tsg076,14,19100000,23600000,14q11.2,116173,CMTM5,CKLFSF5,HGNC:19176|MIM:607888|Ensembl:ENSG00000166091|HPRD:06986|Vega:OTTHUMG00000028751,CKLF-like MARVEL transmembrane domain containing 5,protein-coding,CKLF-like MARVEL transmembrane domain-containing protein 5|chemokine-like factor super family 5|chemokine-like factor superfamily member 5
12:056300000:061400000:tsg077,12,56300000,61400000,12q14.1,116986,AGAP2,CENTG1|GGAP2|PIKE,HGNC:16921|MIM:605476|Ensembl:ENSG00000135439|HPRD:05687|Vega:OTTHUMG00000170285,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",protein-coding,"Arf GAP with GTP-binding protein-like, ANK repeat and PH domains 2|GTP-binding and GTPase activating protein 2|arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2|centaurin, gamma 1|cnt-g1|phosphatidylinositol-3-kinase enhancer|phosphoinositide 3-kinase enhancer"
02:237000000:242951149:tsg078,2,237000000,242951149,2q37.3,117581,TWIST2,DERMO1|bHLHa39,HGNC:20670|MIM:607556|Ensembl:ENSG00000233608|HPRD:09616|Vega:OTTHUMG00000152836,twist homolog 2 (Drosophila),protein-coding,class A basic helix-loop-helix protein 39|dermis-expressed protein 1|twist-related bHLH protein Dermo1|twist-related protein 2
10:127400000:130500000:tsg079,10,127400000,130500000,10q26.2,118611,C10orf90,FATS|bA422P15.2,HGNC:26563|Ensembl:ENSG00000154493|HPRD:16587|Vega:OTTHUMG00000019245,chromosome 10 open reading frame 90,protein-coding,centrosomal protein C10orf90|fragile-site associated tumor suppressor homolog
08:019100000:038500000:tsg080,8,19100000,38500000,8p21-p12,1191,CLU,APO-J|APOJ|CLI|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,HGNC:2095|MIM:185430|Ensembl:ENSG00000120885|HPRD:01706|Vega:OTTHUMG00000102114,clusterin,protein-coding,"aging-associated protein 4|apolipoprotein J|complement cytolysis inhibitor|complement lysis inhibitor|complement-associated protein SP-40,40|ku70-binding protein 1|sulfated glycoprotein 2|testosterone-repressed prostate message 2"
12:056300000:061400000:tsg081,12,56300000,61400000,12q14.1,121227,LRIG3,LIG3,HGNC:30991|MIM:608870|Ensembl:ENSG00000139263|HPRD:08317|Vega:OTTHUMG00000169940,leucine-rich repeats and immunoglobulin-like domains 3,protein-coding,LIG-3|leucine-rich repeats and immunoglobulin-like domains protein 3
14:072900000:078400000:tsg082,14,72900000,78400000,14q24.3,122953,JDP2,JUNDM2,HGNC:17546|MIM:608657|Ensembl:ENSG00000140044|HPRD:16360|Vega:OTTHUMG00000171869,Jun dimerization protein 2,protein-coding,jun dimerization protein 2|progesterone receptor co-activator
19:000000000:006900000:tsg083,19,0,6900000,19p13.3,126520,PLK5,PLK-5|PLK5P|SgK384ps,HGNC:27001,polo-like kinase 5,protein-coding,"inactive serine/threonine-protein kinase PLK5|polo-like kinase 5, pseudogene"
02:221300000:242951149:tsg084,2,221300000,242951149,2q36-q37,1285,COL4A3,-,HGNC:2204|MIM:120070|Ensembl:ENSG00000169031|HPRD:00354|Vega:OTTHUMG00000149891,"collagen, type IV, alpha 3 (Goodpasture antigen)",protein-coding,"collagen IV, alpha-3 polypeptide|collagen alpha-3(IV) chain|tumstatin"
10:000000000:006700000:tsg085,10,0,6700000,10p15,1316,KLF6,BCD1|CBA1|COPEB|CPBP|GBF|PAC1|ST12|ZF9,HGNC:2235|MIM:602053|Ensembl:ENSG00000067082|HPRD:03632|Vega:OTTHUMG00000017567,Kruppel-like factor 6,protein-coding,B-cell-derived protein 1|GC-rich binding factor|GC-rich sites-binding factor GBF|Krueppel-like factor 6|Kruppel-like zinc finger protein Zf9|core promoter element binding protein|core promoter element-binding protein|proto-oncogene BCD1|protooncogene B-cell derived 1|suppression of tumorigenicity 12 (prostate)|suppressor of tumorigenicity 12 protein|transcription factor Zf9
06:160900000:164400000:tsg086,6,160900000,164400000,6q26,135138,PACRG,GLUP|HAK005771|PARK2CRG|RP3-495O10.2,HGNC:19152|MIM:608427|Ensembl:ENSG00000112530|HPRD:07465|Vega:OTTHUMG00000016116,PARK2 co-regulated,protein-coding,molecular chaperone/chaperonin-binding protein|parkin co-regulated gene protein|parkin coregulated gene protein
08:006200000:012700000:tsg087,8,6200000,12700000,8p23.1,137075,CLDN23,CLDNL|hCG1646163,HGNC:17591|MIM:609203|Ensembl:ENSG00000253958|HPRD:13069|Vega:OTTHUMG00000163674,claudin 23,protein-coding,2310014B08Rik|claudin-23
16:000000000:006300000:tsg088,16,0,6300000,16p13.3,1387,CREBBP,CBP|KAT3A|RSTS,HGNC:2348|MIM:600140|Ensembl:ENSG00000005339|HPRD:02534|Vega:OTTHUMG00000129431,CREB binding protein,protein-coding,CREB-binding protein
12:000000000:014800000:tsg089,12,0,14800000,12p13,1389,CREBL2,-,HGNC:2350|MIM:603476|Ensembl:ENSG00000111269|HPRD:07541|Vega:OTTHUMG00000168704,cAMP responsive element binding protein-like 2,protein-coding,MHBs-binding protein 1|cAMP-responsive element-binding protein-like 2
X:065000000:065100000:tsg090,X,65000000,65100000,Xq11.2,139285,FAM123B,AMER1|OSCS|WTX,HGNC:26837|MIM:300647|Ensembl:ENSG00000184675|HPRD:06565|Vega:OTTHUMG00000021703,family with sequence similarity 123B,protein-coding,Wilms tumor gene on the X chromosome protein|Wilms tumor on the X|adenomatous polyposis coli membrane recruitment 1|protein FAM123B
03:115000000:123400000:tsg091,3,115000000,123400000,3q13.31-q13.33,141,ADPRH,ARH1,HGNC:269|MIM:603081|Ensembl:ENSG00000144843|HPRD:04359|Vega:OTTHUMG00000159420,ADP-ribosylarginine hydrolase,protein-coding,ADP-ribose-L-arginine cleaving enzyme|[Protein ADP-ribosylarginine] hydrolase
12:036500000:044600000:tsg092,12,36500000,44600000,12q12,144165,PRICKLE1,EPM1B|RILP,HGNC:17019|MIM:608500|Ensembl:ENSG00000139174|HPRD:16341|Vega:OTTHUMG00000169443,prickle homolog 1 (Drosophila),protein-coding,REST (RE-1 silencing transcription factor)/NRSF (neuron-restrictive silencer factor)-interacting LIM domain protein|REST/NRSF-interacting LIM domain protein 1|prickle-like 1|prickle-like protein 1
17:006800000:011200000:tsg093,17,6800000,11200000,17p13.1,147040,KCTD11,C17orf36|KCASH1|REN|REN/KCTD11,HGNC:21302|MIM:609848|Ensembl:ENSG00000213859|HPRD:13763|Vega:OTTHUMG00000132061,potassium channel tetramerisation domain containing 11,protein-coding,"BTB/POZ domain-containing protein KCTD11|potassium channel tetramerization domain containing 11|retinoic acid, EGF, NGF induced gene protein|retinoic acid, EGF, NGF induced gene/potassium channel tetramerization domain containing 11"
20:022300000:025700000:tsg094,20,22300000,25700000,20p11.21,1473,CST5,-,HGNC:2477|MIM:123858|Ensembl:ENSG00000170367|HPRD:00463|Vega:OTTHUMG00000032089,cystatin D,protein-coding,cystatin 5|cystatin-5|cystatin-D|cysteine-proteinase inhibitor
11:063100000:076700000:tsg095,11,63100000,76700000,11q13,1474,CST6,-,HGNC:2478|MIM:601891|Ensembl:ENSG00000175315|HPRD:03535|Vega:OTTHUMG00000166750,cystatin E/M,protein-coding,cystatin 6|cystatin M|cystatin M/E|cystatin-6|cystatin-E|cystatin-M|cysteine proteinase inhibitor
19:000000000:006900000:tsg096,19,0,6900000,19p13.3,148252,DIRAS1,Di-Ras1|GBTS1|RIG,HGNC:19127|MIM:607862|Ensembl:ENSG00000176490|HPRD:09710,"DIRAS family, GTP-binding RAS-like 1",protein-coding,GTP-binding protein Di-Ras1|distinct subgroup of the Ras family member 1|ras-related inhibitor of cell growth|small GTP-binding tumor suppressor 1
04:000000000:010900000:tsg097,4,0,10900000,4p16,1487,CTBP1,BARS,HGNC:2494|MIM:602618|Ensembl:ENSG00000159692|HPRD:04015|Vega:OTTHUMG00000089259,C-terminal binding protein 1,protein-coding,C-terminal-binding protein 1|brefeldin A-ribosylated substrate
10:123100000:127400000:tsg098,10,123100000,127400000,10q26.13,1488,CTBP2,-,HGNC:2495|MIM:602619|Ensembl:ENSG00000175029|HPRD:04016|Vega:OTTHUMG00000019224,C-terminal binding protein 2,protein-coding,C-terminal-binding protein 2|ribeye
06:130400000:131300000:tsg099,6,130400000,131300000,6q23.1,1490,CTGF,CCN2|HCS24|IGFBP8|NOV2,HGNC:2500|MIM:121009|Ensembl:ENSG00000118523|HPRD:00412|Vega:OTTHUMG00000015573,connective tissue growth factor,protein-coding,CCN family member 2|IBP-8|IGF-binding protein 8|IGFBP-8|hypertrophic chondrocyte-specific protein 24|insulin-like growth factor-binding protein 8
01:154800000:157300000:tsg100,1,154800000,157300000,1q23.1,149628,PYHIN1,IFIX|RP11-520H16.1,HGNC:28894|MIM:612677|Ensembl:ENSG00000163564|HPRD:09999|Vega:OTTHUMG00000037109,"pyrin and HIN domain family, member 1",protein-coding,interferon-inducible protein X|pyrin and HIN domain-containing protein 1
11:052900000:056400000:tsg101,11,52900000,56400000,11q11,1500,CTNND1,CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN),HGNC:2515|MIM:601045|Ensembl:ENSG00000198561|HPRD:03026|Vega:OTTHUMG00000167272,"catenin (cadherin-associated protein), delta 1",protein-coding,cadherin-associated Src substrate|catenin delta-1|p120 catenin
21:041400000:046944323:tsg102,21,41400000,46944323,21q22.3,150094,SIK1,MSK|SIK|SNF1LK,HGNC:11142|MIM:605705|Ensembl:ENSG00000142178|HPRD:09301|Vega:OTTHUMG00000086874,salt-inducible kinase 1,protein-coding,SIK-1|SNF1-like kinase|myocardial SNF1-like kinase|salt-inducible protein kinase 1|serine/threonine protein kinase|serine/threonine-protein kinase SIK1|serine/threonine-protein kinase SNF1-like kinase 1|serine/threonine-protein kinase SNF1LK
03:161200000:169200000:tsg103,3,161200000,169200000,3q26.1,151742,PPM1L,PP2C-epsilon|PP2CE|PPM1-LIKE,HGNC:16381|MIM:611931|Ensembl:ENSG00000163590|HPRD:17889|Vega:OTTHUMG00000159048,"protein phosphatase, Mg2+/Mn2+ dependent, 1L",protein-coding,PP2C epsilon|Protein phosphatase 2C epsilon isoform|protein phosphatase 1L|protein phosphatase 2C isoform epsilon
09:116700000:129300000:tsg104,9,116700000,129300000,9q33.1-q33.3,153090,DAB2IP,AF9Q34|AIP1|DIP1/2,HGNC:17294|MIM:609205|Ensembl:ENSG00000136848|HPRD:09903|Vega:OTTHUMG00000020595,DAB2 interacting protein,protein-coding,ASK-interacting protein 1|ASK1-interacting protein 1|DAB2 interaction protein|DAB2-interacting protein|DOC-2/DAB2 interactive protein|disabled homolog 2-interacting protein|nGAP-like protein
16:045500000:051200000:tsg105,16,45500000,51200000,16q12.1,1540,CYLD,BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2,HGNC:2584|MIM:605018|Ensembl:ENSG00000083799|HPRD:05427,cylindromatosis (turban tumor syndrome),protein-coding,deubiquitinating enzyme CYLD|probable ubiquitin carboxyl-terminal hydrolase CYLD|ubiquitin carboxyl-terminal hydrolase CYLD|ubiquitin specific peptidase like 2|ubiquitin thioesterase CYLD|ubiquitin thiolesterase CYLD|ubiquitin-specific-processing protease CYLD
05:029300000:042400000:tsg106,5,29300000,42400000,5p13,1601,DAB2,DOC-2|DOC2,HGNC:2662|MIM:601236|Ensembl:ENSG00000153071|HPRD:03139|Vega:OTTHUMG00000162043,"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)",protein-coding,differentially-expressed protein 2|disabled homolog 2
12:094800000:100000000:tsg107,12,94800000,100000000,12q23.1,160728,SLC5A8,AIT|SMCT|SMCT1,HGNC:19119|MIM:608044|Ensembl:ENSG00000256870|HPRD:10475|Vega:OTTHUMG00000170499,"solute carrier family 5 (iodide transporter), member 8",protein-coding,apical iodide transporter|electrogenic sodium monocarboxylate cotransporter|sodium iodide-related cotransporter|sodium-coupled monocarboxylate transporter 1|solute carrier family 5 member 8
09:129300000:134900000:tsg108,9,129300000,134900000,9q34.1,1612,DAPK1,DAPK,HGNC:2674|MIM:600831|Ensembl:ENSG00000196730|HPRD:02902|Vega:OTTHUMG00000020150,death-associated protein kinase 1,protein-coding,DAP kinase 1
19:000000000:006900000:tsg109,19,0,6900000,19p13.3,1613,DAPK3,ZIP|ZIPK,HGNC:2676|MIM:603289|Ensembl:ENSG00000167657|HPRD:04478,death-associated protein kinase 3,protein-coding,DAP kinase 3|DAP-like kinase|MYPT1 kinase|ZIP kinase isoform|ZIP-kinase|dlk|zipper-interacting protein kinase
18:052000000:059800000:tsg110,18,52000000,59800000,18q21.3,1630,DCC,CRC18|CRCR1|IGDCC1,HGNC:2701|MIM:120470|Ensembl:ENSG00000187323|HPRD:00391|Vega:OTTHUMG00000132698,deleted in colorectal carcinoma,protein-coding,"colorectal cancer suppressor|colorectal tumor suppressor|deleted in colorectal cancer protein|immunoglobulin superfamily DCC subclass member 1|immunoglobulin superfamily, DCC subclass, member 1|netrin receptor DCC|tumor suppressor protein DCC"
X:042300000:049700000:tsg111,X,42300000,49700000,Xp11.3-p11.23,1654,DDX3X,DBX|DDX14|DDX3|HLP2,HGNC:2745|MIM:300160|Ensembl:ENSG00000215301|HPRD:02154|Vega:OTTHUMG00000021369,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked",protein-coding,"ATP-dependent RNA helicase DDX3X|CAP-Rf|DEAD box protein 3, X-chromosomal|DEAD box, X isoform|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3|DEAD/H box-3|helicase like protein 2|helicase-like protein 2"
08:006200000:012700000:tsg112,8,6200000,12700000,8p23.1,1672,DEFB1,BD1|DEFB-1|DEFB101|HBD1,HGNC:2766|MIM:602056|Ensembl:ENSG00000164825|HPRD:03634|Vega:OTTHUMG00000090367,"defensin, beta 1",protein-coding,BD-1|beta-defensin 1|beta-defensin-1
05:068400000:073300000:tsg113,5,68400000,73300000,5q13.2|5q13.2,167465,ZNF366,DCSCRIPT,HGNC:18316|MIM:610159|Ensembl:ENSG00000178175|HPRD:18329|Vega:OTTHUMG00000100965,zinc finger protein 366,protein-coding,-
07:019500000:031800000:tsg114,7,19500000,31800000,7p15,1687,DFNA5,ICERE-1,HGNC:2810|MIM:608798|Ensembl:ENSG00000105928|HPRD:02996|Vega:OTTHUMG00000023237,"deafness, autosomal dominant 5",protein-coding,inversely correlated with estrogen receptor expression 1|non-syndromic hearing impairment protein 5|nonsyndromic hearing impairment protein
16:073300000:082700000:tsg115,16,73300000,82700000,16q23,170692,ADAMTS18,ADAMTS21|KNO2,HGNC:17110|MIM:607512|Ensembl:ENSG00000140873|HPRD:06333|Vega:OTTHUMG00000137619,"ADAM metallopeptidase with thrombospondin type 1 motif, 18",protein-coding,"A disintegrin and metalloproteinase with thrombospondin motifs 18|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 18|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 21|disintegrin and metalloprotease-like protein"
03:193800000:199501827:tsg116,3,193800000,199501827,3q29,1739,DLG1,DLGH1|SAP-97|SAP97|dJ1061C18.1.1|hdlg,HGNC:2900|MIM:601014|Ensembl:ENSG00000075711|HPRD:03007|Vega:OTTHUMG00000047972,"discs, large homolog 1 (Drosophila)",protein-coding,disks large homolog 1|presynaptic protein SAP97|synapse-associated protein 97
10:123100000:127400000:tsg117,10,123100000,127400000,10q26.13,1755,DMBT1,GP340|muclin,HGNC:2926|MIM:601969|Ensembl:ENSG00000187908|HPRD:03575|Vega:OTTHUMG00000019185,deleted in malignant brain tumors 1,protein-coding,SAG|deleted in malignant brain tumors 1 protein|glycoprotein 340|gp-340|hensin|salivary agglutinin|surfactant pulmonary-associated D-binding protein
02:070500000:075400000:tsg118,2,70500000,75400000,2p13,1796,DOK1,P62DOK,HGNC:2990|MIM:602919|Ensembl:ENSG00000115325|HPRD:04228|Vega:OTTHUMG00000129956,"docking protein 1, 62kDa (downstream of tyrosine kinase 1)",protein-coding,Downstream of tyrosine kinase 1|docking protein 1|docking protein 1 (downstream of tyrosine kinase 1)|p62(dok)|pp62
17:000000000:003600000:tsg119,17,0,3600000,17p13.3,1801,DPH1,DPH2L|DPH2L1|OVCA1,HGNC:3003|MIM:603527|Ensembl:ENSG00000108963|HPRD:04634,DPH1 homolog (S. cerevisiae),protein-coding,DPH-like 1|DPH2-like 1|candidate tumor suppressor in ovarian cancer 1|diphthamide biosynthesis protein 1|diphthamide biosynthesis protein 2 homolog-like 1|diptheria toxin resistance protein required for diphthamide biosynthesis (Saccharomyces)-like 1|diptheria toxin resistance protein required for diphthamide biosynthesis-like 1|ovarian cancer-associated gene 1 protein|ovarian tumor suppressor candidate 1
02:163500000:169500000:tsg120,2,163500000,169500000,2q24.3,1803,DPP4,ADABP|ADCP2|CD26|DPPIV|TP103,HGNC:3009|MIM:102720|Ensembl:ENSG00000197635|HPRD:02187|Vega:OTTHUMG00000132056,dipeptidyl-peptidase 4,protein-coding,"ADCP-2|DPP IV|T-cell activation antigen CD26|adenosine deaminase complexing protein 2|dipeptidyl peptidase 4|dipeptidyl peptidase IV|dipeptidylpeptidase 4|dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)"
07:107200000:126900000:tsg121,7,107200000,126900000,7q31,1811,SLC26A3,CLD|DRA,HGNC:3018|MIM:126650|Ensembl:ENSG00000091138|HPRD:00544|Vega:OTTHUMG00000154812,"solute carrier family 26, member 3",protein-coding,chloride anion exchanger|down-regulated in adenoma protein
12:091200000:107500000:tsg122,12,91200000,107500000,12q22-q23,1848,DUSP6,MKP3|PYST1,HGNC:3072|MIM:602748|Ensembl:ENSG00000139318|HPRD:04124|Vega:OTTHUMG00000169912,dual specificity phosphatase 6,protein-coding,MAP kinase phosphatase 3|dual specificity protein phosphatase 6|dual specificity protein phosphatase PYST1|mitogen-activated protein kinase phosphatase 3|serine/threonine specific protein phosphatase
20:028400000:037100000:tsg123,20,28400000,37100000,20q11.2,1869,E2F1,E2F-1|RBAP1|RBBP3|RBP3,HGNC:3113|MIM:189971|Ensembl:ENSG00000101412|HPRD:01806|Vega:OTTHUMG00000032265,E2F transcription factor 1,protein-coding,PBR3|PRB-binding protein E2F-1|RBAP-1|RBBP-3|retinoblastoma-associated protein 1|retinoblastoma-binding protein 3|transcription factor E2F1
06:075900000:083900000:tsg124,6,75900000,83900000,6q14.1,1915,EEF1A1,CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1,HGNC:3189|MIM:130590|Ensembl:ENSG00000156508|HPRD:00559|Vega:OTTHUMG00000015031,eukaryotic translation elongation factor 1 alpha 1,protein-coding,CTCL tumor antigen|EF-1-alpha-1|EF1a-like protein|cervical cancer suppressor 3|elongation factor 1 alpha subunit|elongation factor 1-alpha 1|elongation factor Tu|eukaryotic elongation factor 1 A-1|eukaryotic translation elongation factor 1 alpha 1-like 14|glucocorticoid receptor AF-1 specific elongation factor|leukocyte receptor cluster (LRC) member 7|leukocyte receptor cluster member 7|prostate tumor-inducing protein 1|translation elongation factor 1 alpha 1-like 14
01:142400000:154800000:tsg125,1,142400000,154800000,1q21-q22,1942,EFNA1,B61|ECKLG|EFL1|EPLG1|LERK-1|LERK1|TNFAIP4,HGNC:3221|MIM:191164|Ensembl:ENSG00000169242|HPRD:01858|Vega:OTTHUMG00000035312,ephrin-A1,protein-coding,"TNF alpha-induced protein 4|eph-related receptor tyrosine kinase ligand 1|immediate early response protein B61|ligand of eph-related kinase 1|tumor necrosis factor alpha-induced protein 4|tumor necrosis factor, alpha-induced protein 4"
